method,regime,num_cycles,density,samp_size,seed,d,num_nodes,threshold,ari_scc,fscore,var_precision,var_recall,var_fscore,var_shd,inter_scc_precision,inter_scc_recall,inter_scc_fscore,chosen_threshold,chosen_beta,bic_score,runtime_sec,num_sccs,max_scc_size,num_nontrivial,frac_nontrivial,has_cycles,num_parts_est
lacerda,hard,4,0.5,5000,3,10,10,0.005,0.0,0.5185185185185185,0.3181818181818182,1.0,0.4827586206896552,60,0.2368421052631578,1.0,0.3829787234042552,,,,0.6040744800120592,5,3,4,0.9,1,1
lacerda,hard,4,0.5,5000,3,10,10,0.01,0.0,0.5384615384615384,0.3544303797468354,1.0,0.5233644859813084,51,0.2647058823529412,1.0,0.4186046511627907,,,,0.6016449460294098,5,3,4,0.9,1,1
lacerda,hard,4,0.5,5000,3,10,10,0.05,0.0,0.7777777777777778,0.8235294117647058,1.0,0.9032258064516128,6,0.75,1.0,0.8571428571428571,,,,0.411481698974967,5,3,4,0.9,1,1
lacerda,hard,4,0.5,5000,3,10,10,0.1,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.3887889219913631,5,3,4,0.9,1,5
lacerda,hard,4,0.5,5000,3,10,10,0.2,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.393975003156811,5,3,4,0.9,1,5
lacerda,hard,4,0.5,5000,3,10,10,0.3,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4071555910632014,5,3,4,0.9,1,5
lacerda,hard,4,0.5,5000,3,10,10,0.5,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.3955678890924901,5,3,4,0.9,1,5
lacerda,hard,4,0.5,5000,3,10,10,0.7,0.0,1.0,1.0,0.6428571428571429,0.782608695652174,10,1.0,0.7777777777777778,0.8750000000000001,,,,0.3755629560910165,5,3,4,0.9,1,10
lacerda,hard,4,0.5,5000,3,10,10,1.0,0.0,0.0,1.0,0.0,0.0,28,1.0,0.0,0.0,,,,0.3904191460460424,5,3,4,0.9,1,10
lacerda,hard,4,0.5,5000,4,10,10,0.001,0.0,0.6046511627906976,0.3103448275862069,1.0,0.4736842105263158,60,0.240506329113924,1.0,0.3877551020408163,,,,0.6120399439241737,6,2,4,0.8,1,1
lacerda,hard,4,0.5,5000,4,10,10,0.005,0.0,0.6046511627906976,0.3132530120481928,0.9629629629629628,0.4727272727272727,58,0.24,0.9473684210526316,0.3829787234042552,,,,0.6391853610984981,6,2,4,0.8,1,1
lacerda,hard,4,0.5,5000,4,10,10,0.01,0.0,0.6046511627906976,0.3086419753086419,0.925925925925926,0.4629629629629629,58,0.2328767123287671,0.8947368421052632,0.3695652173913043,,,,0.6125607839785516,6,2,4,0.8,1,1
lacerda,hard,4,0.5,5000,4,10,10,0.05,0.5614035087719298,0.962962962962963,0.9642857142857144,1.0,0.9818181818181818,1,0.95,1.0,0.9743589743589745,,,,0.4043395731132477,6,2,4,0.8,1,4
lacerda,hard,4,0.5,5000,4,10,10,0.1,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4061464548576623,6,2,4,0.8,1,6
lacerda,hard,4,0.5,5000,4,10,10,0.2,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4052498040255159,6,2,4,0.8,1,6
lacerda,hard,4,0.5,5000,4,10,10,0.3,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.3972915059421211,6,2,4,0.8,1,6
lacerda,hard,4,0.5,5000,4,10,10,0.5,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4293146969284862,6,2,4,0.8,1,6
lacerda,hard,4,0.5,5000,4,10,10,0.7,0.6456692913385826,0.8695652173913044,1.0,0.6666666666666666,0.8,9,1.0,0.631578947368421,0.7741935483870968,,,,0.4184484998695552,6,2,4,0.8,1,8
lacerda,hard,4,0.5,5000,4,10,10,1.0,0.0,0.0,1.0,0.0,0.0,27,1.0,0.0,0.0,,,,0.4221177850849926,6,2,4,0.8,1,10
lacerda,hard,4,0.5,5000,5,10,10,0.001,0.0,0.6363636363636364,0.3666666666666666,1.0,0.5365853658536585,57,0.3048780487804878,1.0,0.4672897196261682,,,,0.6136722820810974,6,2,4,0.8,1,1
lacerda,hard,4,0.5,5000,5,10,10,0.005,0.0,0.6363636363636364,0.3707865168539326,1.0,0.5409836065573771,56,0.3086419753086419,1.0,0.4716981132075471,,,,0.612532767932862,6,2,4,0.8,1,1
lacerda,hard,4,0.5,5000,5,10,10,0.01,0.0,0.6666666666666666,0.3764705882352941,0.9696969696969696,0.5423728813559322,54,0.3116883116883117,0.96,0.4705882352941176,,,,0.6098982798866928,6,2,4,0.8,1,1
lacerda,hard,4,0.5,5000,5,10,10,0.05,0.5614035087719298,0.9032258064516128,0.868421052631579,1.0,0.9295774647887324,5,0.8333333333333334,1.0,0.9090909090909092,,,,0.4060324819292873,6,2,4,0.8,1,4
lacerda,hard,4,0.5,5000,5,10,10,0.1,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.3977349770721048,6,2,4,0.8,1,6
lacerda,hard,4,0.5,5000,5,10,10,0.2,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4044977589510381,6,2,4,0.8,1,6
lacerda,hard,4,0.5,5000,5,10,10,0.3,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.401438876055181,6,2,4,0.8,1,6
lacerda,hard,4,0.5,5000,5,10,10,0.5,1.0,1.0,1.0,0.9696969696969696,0.9846153846153848,1,1.0,0.96,0.979591836734694,,,,0.3907122719101608,6,2,4,0.8,1,6
lacerda,hard,4,0.5,5000,5,10,10,0.7,0.6456692913385826,0.923076923076923,1.0,0.7272727272727273,0.8421052631578948,9,1.0,0.76,0.8636363636363636,,,,0.4340385030955076,6,2,4,0.8,1,8
lacerda,hard,4,0.5,5000,5,10,10,1.0,0.0,0.1333333333333333,1.0,0.0303030303030303,0.0588235294117647,32,1.0,0.04,0.0769230769230769,,,,0.4086721132043749,6,2,4,0.8,1,10
lacerda,hard,4,0.5,5000,6,10,10,0.001,0.0,0.6206896551724138,0.2954545454545454,1.0,0.456140350877193,62,0.2105263157894736,1.0,0.3478260869565217,,,,0.6086168470792472,5,3,4,0.9,1,1
lacerda,hard,4,0.5,5000,6,10,10,0.005,0.0,0.6206896551724138,0.3170731707317073,1.0,0.4814814814814814,56,0.2285714285714285,1.0,0.3720930232558139,,,,0.6067815159913152,5,3,4,0.9,1,1
lacerda,hard,4,0.5,5000,6,10,10,0.01,0.0,0.6206896551724138,0.3421052631578947,1.0,0.5098039215686275,50,0.2461538461538461,1.0,0.3950617283950617,,,,0.6095422690268606,5,3,4,0.9,1,1
lacerda,hard,4,0.5,5000,6,10,10,0.05,1.0,0.9473684210526316,0.9285714285714286,1.0,0.962962962962963,2,0.8888888888888888,1.0,0.9411764705882352,,,,0.3887273431755602,5,3,4,0.9,1,5
lacerda,hard,4,0.5,5000,6,10,10,0.1,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.3851808789186179,5,3,4,0.9,1,5
lacerda,hard,4,0.5,5000,6,10,10,0.2,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4043255739379674,5,3,4,0.9,1,5
lacerda,hard,4,0.5,5000,6,10,10,0.3,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.3953738200943917,5,3,4,0.9,1,5
lacerda,hard,4,0.5,5000,6,10,10,0.5,1.0,1.0,1.0,0.9615384615384616,0.9803921568627452,1,1.0,0.9375,0.967741935483871,,,,0.4279020149260759,5,3,4,0.9,1,5
lacerda,hard,4,0.5,5000,6,10,10,0.7,0.2574257425742574,0.8750000000000001,1.0,0.5384615384615384,0.7000000000000001,12,1.0,0.625,0.7692307692307693,,,,0.4102796539664268,5,3,4,0.9,1,9
lacerda,hard,4,0.5,5000,6,10,10,1.0,0.0,0.0,1.0,0.0,0.0,26,1.0,0.0,0.0,,,,0.4230439539533108,5,3,4,0.9,1,10
lacerda,hard,4,0.5,5000,7,10,10,0.001,0.0,0.6046511627906976,0.3222222222222222,1.0,0.4873949579831933,61,0.2560975609756097,1.0,0.4077669902912621,,,,0.6545544739346951,6,2,4,0.8,1,1
lacerda,hard,4,0.5,5000,7,10,10,0.005,0.0,0.6046511627906976,0.3411764705882353,1.0,0.5087719298245613,56,0.2727272727272727,1.0,0.4285714285714285,,,,0.6139860900584608,6,2,4,0.8,1,1
lacerda,hard,4,0.5,5000,7,10,10,0.01,0.0,0.6046511627906976,0.3625,1.0,0.5321100917431192,51,0.2916666666666667,1.0,0.4516129032258064,,,,0.6072044451721013,6,2,4,0.8,1,1
lacerda,hard,4,0.5,5000,7,10,10,0.05,1.0,0.9285714285714286,0.935483870967742,1.0,0.9666666666666666,2,0.9130434782608696,1.0,0.9545454545454544,,,,0.3992237101774663,6,2,4,0.8,1,6
lacerda,hard,4,0.5,5000,7,10,10,0.1,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.3965070070698857,6,2,4,0.8,1,6
lacerda,hard,4,0.5,5000,7,10,10,0.2,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4015667270869016,6,2,4,0.8,1,6
lacerda,hard,4,0.5,5000,7,10,10,0.3,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.408095657126978,6,2,4,0.8,1,6
lacerda,hard,4,0.5,5000,7,10,10,0.5,1.0,1.0,1.0,0.9655172413793104,0.9824561403508772,1,1.0,0.9523809523809524,0.975609756097561,,,,0.4271792129147798,6,2,4,0.8,1,6
lacerda,hard,4,0.5,5000,7,10,10,0.7,0.6456692913385826,0.8695652173913044,1.0,0.5517241379310345,0.7111111111111111,13,1.0,0.5714285714285714,0.7272727272727273,,,,0.4385088679846376,6,2,4,0.8,1,8
lacerda,hard,4,0.5,5000,7,10,10,1.0,0.0,0.0,1.0,0.0,0.0,29,1.0,0.0,0.0,,,,0.4257365739904344,6,2,4,0.8,1,10
lacerda,hard,4,0.5,5000,8,10,10,0.001,0.0,0.6666666666666666,0.4090909090909091,1.0,0.5806451612903226,52,0.3055555555555556,1.0,0.4680851063829787,,,,0.60380420810543,4,3,4,1.0,1,1
lacerda,hard,4,0.5,5000,8,10,10,0.005,0.0,0.6666666666666666,0.4285714285714285,1.0,0.6,48,0.3235294117647059,1.0,0.4888888888888889,,,,0.622380190063268,4,3,4,1.0,1,1
lacerda,hard,4,0.5,5000,8,10,10,0.01,0.0,0.6666666666666666,0.4675324675324675,1.0,0.6371681415929203,41,0.3548387096774194,1.0,0.5238095238095238,,,,0.6169160210993141,4,3,4,1.0,1,1
lacerda,hard,4,0.5,5000,8,10,10,0.05,0.7457627118644068,0.923076923076923,0.9473684210526316,1.0,0.972972972972973,2,0.9166666666666666,1.0,0.9565217391304348,,,,0.4043269429821521,4,3,4,1.0,1,3
lacerda,hard,4,0.5,5000,8,10,10,0.1,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4144970481283963,4,3,4,1.0,1,4
lacerda,hard,4,0.5,5000,8,10,10,0.2,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4195061339996755,4,3,4,1.0,1,4
lacerda,hard,4,0.5,5000,8,10,10,0.3,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.3992337281815707,4,3,4,1.0,1,4
lacerda,hard,4,0.5,5000,8,10,10,0.5,1.0,1.0,1.0,0.9444444444444444,0.9714285714285714,2,1.0,1.0,1.0,,,,0.4036358431912958,4,3,4,1.0,1,4
lacerda,hard,4,0.5,5000,8,10,10,0.7,0.354066985645933,0.9090909090909092,1.0,0.5277777777777778,0.6909090909090909,17,1.0,0.5454545454545454,0.7058823529411764,,,,0.4214560890104621,4,3,4,1.0,1,8
lacerda,hard,4,0.5,5000,8,10,10,1.0,0.0,0.0,1.0,0.0,0.0,36,1.0,0.0,0.0,,,,0.4202323860954493,4,3,4,1.0,1,10
lacerda,hard,4,0.5,5000,9,10,10,0.001,0.0,0.5714285714285715,0.2808988764044944,1.0,0.4385964912280702,64,0.1818181818181818,1.0,0.3076923076923077,,,,0.601544972974807,5,3,4,0.9,1,1
lacerda,hard,4,0.5,5000,9,10,10,0.005,0.0,0.5925925925925926,0.3086419753086419,1.0,0.4716981132075471,56,0.2,1.0,0.3333333333333333,,,,0.60325275384821,5,3,4,0.9,1,1
lacerda,hard,4,0.5,5000,9,10,10,0.01,0.0,0.5925925925925926,0.3246753246753247,1.0,0.4901960784313725,52,0.2121212121212121,1.0,0.35,,,,0.5951739128213376,5,3,4,0.9,1,1
lacerda,hard,4,0.5,5000,9,10,10,0.05,0.4360902255639097,0.888888888888889,0.8928571428571429,1.0,0.9433962264150944,3,0.8235294117647058,1.0,0.9032258064516128,,,,0.4007310981396585,5,3,4,0.9,1,3
lacerda,hard,4,0.5,5000,9,10,10,0.1,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4025131210219115,5,3,4,0.9,1,5
lacerda,hard,4,0.5,5000,9,10,10,0.2,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.399069351144135,5,3,4,0.9,1,5
lacerda,hard,4,0.5,5000,9,10,10,0.3,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.3968847261276096,5,3,4,0.9,1,5
lacerda,hard,4,0.5,5000,9,10,10,0.5,0.7761194029850746,1.0,1.0,0.96,0.979591836734694,1,1.0,1.0,1.0,,,,0.425208190921694,5,3,4,0.9,1,6
lacerda,hard,4,0.5,5000,9,10,10,0.7,0.6341463414634146,0.7692307692307693,1.0,0.64,0.7804878048780487,9,1.0,0.5,0.6666666666666666,,,,0.4393841801211238,5,3,4,0.9,1,7
lacerda,hard,4,0.5,5000,9,10,10,1.0,0.0,0.0,1.0,0.0,0.0,25,1.0,0.0,0.0,,,,0.4211930111050606,5,3,4,0.9,1,10
lacerda,hard,4,0.5,50000,0,10,10,0.001,0.0,0.6666666666666666,0.3222222222222222,1.0,0.4873949579831933,61,0.2307692307692307,1.0,0.375,,,,0.6267189849168062,5,3,4,0.9,1,1
lacerda,hard,4,0.5,50000,0,10,10,0.005,0.0,0.6666666666666666,0.3536585365853658,1.0,0.5225225225225225,53,0.2535211267605634,1.0,0.4044943820224718,,,,0.6476119160652161,5,3,4,0.9,1,1
lacerda,hard,4,0.5,50000,0,10,10,0.01,0.0,0.7407407407407407,0.6170212765957447,1.0,0.763157894736842,18,0.5,1.0,0.6666666666666666,,,,0.4281315470580011,5,3,4,0.9,1,1
lacerda,hard,4,0.5,50000,0,10,10,0.05,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4059998269658535,5,3,4,0.9,1,5
lacerda,hard,4,0.5,50000,0,10,10,0.1,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.412682567955926,5,3,4,0.9,1,5
lacerda,hard,4,0.5,50000,0,10,10,0.2,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4162664050236344,5,3,4,0.9,1,5
lacerda,hard,4,0.5,50000,0,10,10,0.3,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4178185581695288,5,3,4,0.9,1,5
lacerda,hard,4,0.5,50000,0,10,10,0.5,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.415596576873213,5,3,4,0.9,1,5
lacerda,hard,4,0.5,50000,0,10,10,0.7,0.6341463414634146,0.9473684210526316,1.0,0.6896551724137931,0.8163265306122449,9,1.0,0.7222222222222222,0.8387096774193548,,,,0.4127091160044074,5,3,4,0.9,1,7
lacerda,hard,4,0.5,50000,0,10,10,1.0,0.0,0.0,1.0,0.0,0.0,29,1.0,0.0,0.0,,,,0.434238662943244,5,3,4,0.9,1,10
lacerda,hard,4,0.5,50000,1,10,10,0.001,0.0,0.5,0.264367816091954,0.9583333333333334,0.4144144144144144,65,0.189873417721519,0.9375,0.3157894736842105,,,,0.623975289054215,6,2,4,0.8,1,1
lacerda,hard,4,0.5,50000,1,10,10,0.005,0.0,0.5128205128205129,0.2987012987012987,0.9583333333333334,0.4554455445544554,55,0.217391304347826,0.9375,0.3529411764705882,,,,0.6313996659591794,6,2,4,0.8,1,1
lacerda,hard,4,0.5,50000,1,10,10,0.01,0.0,0.7142857142857143,0.5714285714285714,1.0,0.7272727272727273,18,0.4705882352941176,1.0,0.6399999999999999,,,,0.4751742871012538,6,2,4,0.8,1,1
lacerda,hard,4,0.5,50000,1,10,10,0.05,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4156060512177646,6,2,4,0.8,1,6
lacerda,hard,4,0.5,50000,1,10,10,0.1,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4179080368485302,6,2,4,0.8,1,6
lacerda,hard,4,0.5,50000,1,10,10,0.2,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4211363028734922,6,2,4,0.8,1,6
lacerda,hard,4,0.5,50000,1,10,10,0.3,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.3870337319094687,6,2,4,0.8,1,6
lacerda,hard,4,0.5,50000,1,10,10,0.5,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4359178901650011,6,2,4,0.8,1,6
lacerda,hard,4,0.5,50000,1,10,10,0.7,0.3778801843317972,0.888888888888889,1.0,0.6666666666666666,0.8,8,1.0,0.75,0.8571428571428571,,,,0.4204496690072119,6,2,4,0.8,1,9
lacerda,hard,4,0.5,50000,1,10,10,1.0,0.0,0.0,1.0,0.0,0.0,24,1.0,0.0,0.0,,,,0.4394841301254928,6,2,4,0.8,1,10
lacerda,hard,4,0.5,50000,2,10,10,0.001,0.0,0.6206896551724138,0.367816091954023,1.0,0.5378151260504201,55,0.2933333333333333,1.0,0.4536082474226803,,,,0.6290942670311779,5,3,4,0.9,1,1
lacerda,hard,4,0.5,50000,2,10,10,0.005,0.0,0.6428571428571429,0.4305555555555556,0.96875,0.5961538461538461,42,0.3442622950819672,0.9545454545454546,0.5060240963855422,,,,0.6207177171017975,5,3,4,0.9,1,1
lacerda,hard,4,0.5,50000,2,10,10,0.01,0.0,0.7499999999999999,0.6956521739130435,1.0,0.8205128205128205,14,0.6285714285714286,1.0,0.7719298245614035,,,,0.4439899090211838,5,3,4,0.9,1,1
lacerda,hard,4,0.5,50000,2,10,10,0.05,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4184931148774922,5,3,4,0.9,1,5
lacerda,hard,4,0.5,50000,2,10,10,0.1,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4161580670624971,5,3,4,0.9,1,5
lacerda,hard,4,0.5,50000,2,10,10,0.2,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.3972340379841625,5,3,4,0.9,1,5
lacerda,hard,4,0.5,50000,2,10,10,0.3,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4128203031141311,5,3,4,0.9,1,5
lacerda,hard,4,0.5,50000,2,10,10,0.5,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4615356069989502,5,3,4,0.9,1,5
lacerda,hard,4,0.5,50000,2,10,10,0.7,0.2574257425742574,0.9411764705882352,1.0,0.59375,0.7450980392156863,13,1.0,0.6363636363636364,0.7777777777777778,,,,0.4401531300973147,5,3,4,0.9,1,9
lacerda,hard,4,0.5,50000,2,10,10,1.0,0.0,0.0,1.0,0.0,0.0,32,1.0,0.0,0.0,,,,0.4719719369895756,5,3,4,0.9,1,10
lacerda,hard,4,0.5,50000,3,10,10,0.001,0.0,0.5185185185185185,0.3146067415730337,1.0,0.4786324786324786,61,0.2337662337662337,1.0,0.3789473684210526,,,,0.6178484179545194,5,3,4,0.9,1,1
lacerda,hard,4,0.5,50000,3,10,10,0.005,0.0,0.5185185185185185,0.3421052631578947,0.9285714285714286,0.5,52,0.2615384615384615,0.9444444444444444,0.4096385542168675,,,,0.623031792929396,5,3,4,0.9,1,1
lacerda,hard,4,0.5,50000,3,10,10,0.01,0.074074074074074,0.7777777777777778,0.7567567567567568,1.0,0.8615384615384616,9,0.6666666666666666,1.0,0.8,,,,0.4177670141216367,5,3,4,0.9,1,2
lacerda,hard,4,0.5,50000,3,10,10,0.05,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.416776976082474,5,3,4,0.9,1,5
lacerda,hard,4,0.5,50000,3,10,10,0.1,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4155523020308465,5,3,4,0.9,1,5
lacerda,hard,4,0.5,50000,3,10,10,0.2,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4199181259609759,5,3,4,0.9,1,5
lacerda,hard,4,0.5,50000,3,10,10,0.3,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4217879590578377,5,3,4,0.9,1,5
lacerda,hard,4,0.5,50000,3,10,10,0.5,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4114149389788508,5,3,4,0.9,1,5
lacerda,hard,4,0.5,50000,3,10,10,0.7,0.0,1.0,1.0,0.6428571428571429,0.782608695652174,10,1.0,0.7777777777777778,0.8750000000000001,,,,0.4234727178700268,5,3,4,0.9,1,10
lacerda,hard,4,0.5,50000,3,10,10,1.0,0.0,0.0,1.0,0.0,0.0,28,1.0,0.0,0.0,,,,0.4549554770346731,5,3,4,0.9,1,10
lacerda,hard,4,0.5,50000,4,10,10,0.001,0.0,0.6046511627906976,0.3,1.0,0.4615384615384615,63,0.2317073170731707,1.0,0.3762376237623762,,,,0.6292379428632557,6,2,4,0.8,1,1
lacerda,hard,4,0.5,50000,4,10,10,0.005,0.0,0.65,0.4426229508196721,1.0,0.6136363636363636,34,0.3584905660377358,1.0,0.5277777777777778,,,,0.6417774599976838,6,2,4,0.8,1,1
lacerda,hard,4,0.5,50000,4,10,10,0.01,0.0,0.7222222222222222,0.6136363636363636,1.0,0.7605633802816901,17,0.5277777777777778,1.0,0.6909090909090909,,,,0.4572974061593413,6,2,4,0.8,1,1
lacerda,hard,4,0.5,50000,4,10,10,0.05,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4225464039482176,6,2,4,0.8,1,6
lacerda,hard,4,0.5,50000,4,10,10,0.1,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.418335307855159,6,2,4,0.8,1,6
lacerda,hard,4,0.5,50000,4,10,10,0.2,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4188719450030476,6,2,4,0.8,1,6
lacerda,hard,4,0.5,50000,4,10,10,0.3,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4176449759397656,6,2,4,0.8,1,6
lacerda,hard,4,0.5,50000,4,10,10,0.5,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4190822630189359,6,2,4,0.8,1,6
lacerda,hard,4,0.5,50000,4,10,10,0.7,0.6456692913385826,0.8181818181818181,1.0,0.6666666666666666,0.8,9,1.0,0.631578947368421,0.7741935483870968,,,,0.436139962170273,6,2,4,0.8,1,8
lacerda,hard,4,0.5,50000,4,10,10,1.0,0.0,0.0,1.0,0.0,0.0,27,1.0,0.0,0.0,,,,0.4621744898613542,6,2,4,0.8,1,10
lacerda,hard,4,0.5,50000,5,10,10,0.001,0.0,0.6666666666666666,0.3975903614457831,1.0,0.5689655172413793,50,0.3333333333333333,1.0,0.5,,,,0.6385849060025066,6,2,4,0.8,1,1
lacerda,hard,4,0.5,50000,5,10,10,0.005,0.0,0.6829268292682926,0.4571428571428571,0.9696969696969696,0.6213592233009709,39,0.3870967741935484,0.96,0.5517241379310344,,,,0.6310667279176414,6,2,4,0.8,1,1
lacerda,hard,4,0.5,50000,5,10,10,0.01,0.0476190476190476,0.9032258064516128,0.8048780487804879,1.0,0.8918918918918919,8,0.7575757575757576,1.0,0.8620689655172413,,,,0.4244351538363844,6,2,4,0.8,1,2
lacerda,hard,4,0.5,50000,5,10,10,0.05,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4105659101624042,6,2,4,0.8,1,6
lacerda,hard,4,0.5,50000,5,10,10,0.1,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.424328844062984,6,2,4,0.8,1,6
lacerda,hard,4,0.5,50000,5,10,10,0.2,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4320854521356523,6,2,4,0.8,1,6
lacerda,hard,4,0.5,50000,5,10,10,0.3,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4092362090013921,6,2,4,0.8,1,6
lacerda,hard,4,0.5,50000,5,10,10,0.5,1.0,0.962962962962963,1.0,0.9696969696969696,0.9846153846153848,1,1.0,0.96,0.979591836734694,,,,0.4320284479763359,6,2,4,0.8,1,6
lacerda,hard,4,0.5,50000,5,10,10,0.7,0.6456692913385826,0.88,1.0,0.696969696969697,0.8214285714285715,10,1.0,0.72,0.8372093023255813,,,,0.4479349108878523,6,2,4,0.8,1,8
lacerda,hard,4,0.5,50000,5,10,10,1.0,0.0,0.0,1.0,0.0,0.0,33,1.0,0.0,0.0,,,,0.4601535240653902,6,2,4,0.8,1,10
lacerda,hard,4,0.5,50000,6,10,10,0.001,0.0,0.6206896551724138,0.2921348314606741,1.0,0.4521739130434782,63,0.2077922077922078,1.0,0.3440860215053763,,,,0.6367000469472259,5,3,4,0.9,1,1
lacerda,hard,4,0.5,50000,6,10,10,0.005,0.0,0.6666666666666666,0.4406779661016949,1.0,0.611764705882353,33,0.3265306122448979,1.0,0.4923076923076923,,,,0.6366881539579481,5,3,4,0.9,1,1
lacerda,hard,4,0.5,50000,6,10,10,0.01,0.0,0.72,0.65,1.0,0.787878787878788,14,0.5333333333333333,1.0,0.6956521739130436,,,,0.4087245659902692,5,3,4,0.9,1,1
lacerda,hard,4,0.5,50000,6,10,10,0.05,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4105151130352169,5,3,4,0.9,1,5
lacerda,hard,4,0.5,50000,6,10,10,0.1,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4193485549185425,5,3,4,0.9,1,5
lacerda,hard,4,0.5,50000,6,10,10,0.2,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.419100423110649,5,3,4,0.9,1,5
lacerda,hard,4,0.5,50000,6,10,10,0.3,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4188392178621143,5,3,4,0.9,1,5
lacerda,hard,4,0.5,50000,6,10,10,0.5,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4833585920277983,5,3,4,0.9,1,5
lacerda,hard,4,0.5,50000,6,10,10,0.7,0.2574257425742574,0.8750000000000001,1.0,0.5384615384615384,0.7000000000000001,12,1.0,0.625,0.7692307692307693,,,,0.4134517561178654,5,3,4,0.9,1,9
lacerda,hard,4,0.5,50000,6,10,10,1.0,0.0,0.0,1.0,0.0,0.0,26,1.0,0.0,0.0,,,,0.4390704038087278,5,3,4,0.9,1,10
lacerda,hard,4,0.5,50000,7,10,10,0.001,0.0,0.6046511627906976,0.3295454545454545,1.0,0.4957264957264957,59,0.2625,1.0,0.4158415841584159,,,,0.6164308639708906,6,2,4,0.8,1,1
