method,regime,num_cycles,density,samp_size,seed,d,num_nodes,ari_scc,fscore,var_precision,var_recall,var_fscore,var_shd,inter_scc_precision,inter_scc_recall,inter_scc_fscore,chosen_threshold,chosen_beta,bic_score,runtime_sec,num_sccs,max_scc_size,num_nontrivial,frac_nontrivial,has_cycles,num_parts_est
lacerda,hard,10,0.5,5000,7,50,50,0.0487979780426696,0.9768421052631578,0.9618768328445748,1.0,0.9805680119581464,26,0.9581993569131833,1.0,0.9786535303776684,,,,0.4700052058324218,25,5,10,0.7,1,5
lacerda,hard,10,0.5,5000,8,50,50,0.0953444403557969,0.9753086419753086,0.9497041420118344,1.0,0.9742033383915022,34,0.9439728353140916,1.0,0.97117903930131,,,,0.6745488338638097,20,6,10,0.8,1,7
lacerda,hard,10,0.5,5000,9,50,50,0.1483356044383881,0.9690721649484536,0.9394812680115274,1.0,0.9687964338781576,42,0.9375,1.0,0.967741935483871,,,,0.6453654069919139,29,4,10,0.62,1,18
lacerda,hard,10,0.5,10000,0,50,50,0.639932815452446,0.998211091234347,0.9942363112391932,1.0,0.9971098265895956,4,0.9937007874015747,1.0,0.9968404423380728,,,,1.8177679700311276,28,5,10,0.64,1,25
lacerda,hard,10,0.5,10000,1,50,50,0.8500061221990939,0.986842105263158,0.9805970149253732,1.0,0.990203466465712,13,0.978369384359401,1.0,0.9890664423885618,,,,1.0549695801455528,25,5,10,0.7,1,21
lacerda,hard,10,0.5,10000,2,50,50,0.5371483529694638,0.9809160305343512,0.9739263803680982,1.0,0.9867909867909868,17,0.9713804713804712,1.0,0.9854824935952176,,,,1.2124126669950783,27,5,10,0.66,1,22
lacerda,hard,10,0.5,10000,3,50,50,1.0,0.9975429975429976,0.9909638554216867,1.0,0.995461422087746,6,0.9898132427843804,1.0,0.9948805460750852,,,,1.3086119729559869,23,6,10,0.74,1,23
lacerda,hard,10,0.5,10000,4,50,50,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,1.112501760944724,28,6,10,0.64,1,28
lacerda,hard,10,0.5,10000,5,50,50,1.0,1.0,0.9985185185185184,1.0,0.9992587101556708,1,0.9983361064891848,1.0,0.9991673605328892,,,,1.3537605931051075,24,5,10,0.72,1,24
lacerda,hard,10,0.5,10000,6,50,50,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4982174218166619,23,7,10,0.74,1,23
lacerda,hard,10,0.5,10000,7,50,50,0.9181833361162132,0.9978494623655914,0.9909365558912386,1.0,0.9954476479514416,6,0.9900332225913622,1.0,0.994991652754591,,,,0.642342931125313,25,5,10,0.7,1,24
lacerda,hard,10,0.5,10000,8,50,50,1.0,1.0,0.9984447900466564,1.0,0.9992217898832686,1,0.9982046678635548,1.0,0.9991015274034142,,,,1.4589651499409229,20,6,10,0.8,1,20
lacerda,hard,10,0.5,10000,9,50,50,0.908464010076965,0.9964664310954064,0.9908814589665652,1.0,0.9954198473282444,6,0.99009900990099,1.0,0.9950248756218906,,,,0.7498323628678918,29,4,10,0.62,1,27
lacerda,hard,10,0.5,50000,0,50,50,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,5.9172552928794175,28,5,10,0.64,1,28
lacerda,hard,10,0.5,50000,1,50,50,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,3.597603825852275,25,5,10,0.7,1,25
lacerda,hard,10,0.5,50000,2,50,50,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,6.6728134960867465,27,5,10,0.66,1,27
lacerda,hard,10,0.5,50000,3,50,50,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,7.706554115982726,23,6,10,0.74,1,23
lacerda,hard,10,0.5,50000,4,50,50,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,1.221655640983954,28,6,10,0.64,1,28
lacerda,hard,10,0.5,50000,5,50,50,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,5.289495851844549,24,5,10,0.72,1,24
lacerda,hard,10,0.5,50000,6,50,50,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,4.5602262078318745,23,7,10,0.74,1,23
lacerda,hard,10,0.5,50000,7,50,50,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,1.0879341799300164,25,5,10,0.7,1,25
lacerda,hard,10,0.5,50000,8,50,50,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,1.8558828900568187,20,6,10,0.8,1,20
lacerda,hard,10,0.5,50000,9,50,50,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,2.915821263100952,29,4,10,0.62,1,29
lacerda,hard,10,0.5,100000,0,50,50,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,9.763245617039502,28,5,10,0.64,1,28
lacerda,hard,10,0.5,100000,1,50,50,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,2.285900237970054,25,5,10,0.7,1,25
lacerda,hard,10,0.5,100000,2,50,50,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,7.753269542008638,27,5,10,0.66,1,27
lacerda,hard,10,0.5,100000,3,50,50,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,6.451806602068245,23,6,10,0.74,1,23
lacerda,hard,10,0.5,100000,4,50,50,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,9.54977251519449,28,6,10,0.64,1,28
lacerda,hard,10,0.5,100000,5,50,50,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,9.787531800102444,24,5,10,0.72,1,24
lacerda,hard,10,0.5,100000,6,50,50,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,8.178830050863326,23,7,10,0.74,1,23
lacerda,hard,10,0.5,100000,7,50,50,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,7.182032292010263,25,5,10,0.7,1,25
lacerda,hard,10,0.5,100000,8,50,50,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,7.20105684408918,20,6,10,0.8,1,20
lacerda,hard,10,0.5,100000,9,50,50,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,7.438967220950872,29,4,10,0.62,1,29
lacerda,hard,10,0.5,100,0,100,100,0.0,0.504320987654321,0.2757975797579758,0.9546839299314548,0.4279617616934107,6702,0.2648063781321184,0.957972805933251,0.4149192468992594,,,,0.4830308170057833,51,9,10,0.59,1,1
lacerda,hard,10,0.5,100,1,100,100,0.0,0.4994054696789536,0.2569814538477936,0.9454901960784312,0.4041233657391887,7110,0.2456777887897808,0.9465422146796776,0.3901031648889666,,,,0.7743593859486282,51,9,10,0.59,1,1
lacerda,hard,10,0.5,100,2,100,100,0.0,0.5089258698940999,0.2674332735520625,0.9757505773672056,0.4198062432723358,7007,0.256563895849221,0.9751552795031057,0.4062446092806624,,,,1.5635794010013342,51,7,10,0.59,1,1
lacerda,hard,10,0.5,100,3,100,100,0.0,0.499841822208162,0.2632995907818221,0.945110166215694,0.4118588393834751,6983,0.250670540902995,0.9436264198569626,0.3961147902869757,,,,0.959612085018307,50,10,10,0.6,1,1
lacerda,hard,10,0.5,100,4,100,100,0.0,0.5091031692515171,0.2654600301659125,0.9466000768344218,0.4146403029028187,6957,0.2534613666815543,0.9493935591802594,0.4001057548250639,,,,1.5469993888400495,48,10,10,0.62,1,1
lacerda,hard,10,0.5,100,5,100,100,0.0,0.5239551478083588,0.2748199869081387,0.9596190476190476,0.427275040284963,6753,0.2606376943152161,0.961892797319933,0.4101419516114633,,,,0.6473242240026593,48,11,10,0.62,1,1
lacerda,hard,10,0.5,100,6,100,100,0.0,0.512202852614897,0.2679462155714595,0.9551604174719752,0.4184943687018376,6867,0.2563148398737032,0.9566498316498316,0.4043045179651369,,,,0.6029107940848917,50,12,10,0.6,1,1
lacerda,hard,10,0.5,100,7,100,100,0.0,0.5075296379365589,0.2669301431318094,0.961153846153846,0.4178231065039292,6964,0.2559787422497785,0.9605317823016204,0.4042311390855844,,,,0.6236652550287545,50,9,10,0.6,1,1
lacerda,hard,10,0.5,100,8,100,100,0.0,0.5113452188006483,0.2596573374481217,0.947940947940948,0.4076518252443405,7091,0.2465054359884624,0.9491670226398976,0.391369440774989,,,,0.6543943979777396,44,10,10,0.66,1,1
lacerda,hard,10,0.5,100,9,100,100,0.0,0.4964642770056084,0.2662209557211749,0.9499413375048884,0.4158890505949833,6823,0.2568570143884892,0.9528773978315264,0.4046396316628298,,,,12.609380346024407,57,9,10,0.53,1,1
lacerda,hard,10,0.5,500,0,100,100,0.0,0.5400410677618069,0.3130278277723937,0.861005331302361,0.4591329068941009,5327,0.3007345527869797,0.8603213844252163,0.4456776947705443,,,,2.941316429991275,51,9,10,0.59,1,1
lacerda,hard,10,0.5,500,1,100,100,0.0,0.5276679841897233,0.2936444086886565,0.8588235294117647,0.4376498800959232,5628,0.2811763073935359,0.8599915146372508,0.423792598787372,,,,1.8806194749195129,51,9,10,0.59,1,1
lacerda,hard,10,0.5,500,2,100,100,0.0,0.5327164573694646,0.2923968902358677,0.8541185527328714,0.4356532835967409,5749,0.2809264305177111,0.8538302277432712,0.4227575602255253,,,,2.0527893071994185,51,7,10,0.59,1,1
lacerda,hard,10,0.5,500,3,100,100,0.0,0.5260216556060077,0.290214924576158,0.8403556242752223,0.4314348084937487,5730,0.2775006927126628,0.8426588136306269,0.4175091193329859,,,,2.3075127489864826,50,10,10,0.6,1,1
lacerda,hard,10,0.5,500,4,100,100,0.0,0.5460076045627377,0.3048413566739606,0.8563196311947753,0.4496217851739788,5457,0.2919396183423526,0.8573818485989126,0.4355678317220864,,,,3.2928185879718512,48,10,10,0.62,1,1
lacerda,hard,10,0.5,500,5,100,100,0.0,0.5481372187384729,0.294975473949357,0.8476190476190476,0.4376475216365066,5718,0.2801985659128516,0.8509212730318257,0.4215767634854772,,,,2.0921486881561577,48,11,10,0.62,1,1
lacerda,hard,10,0.5,500,6,100,100,0.0,0.5295524427741716,0.2907641196013289,0.8457672980286045,0.432753164556962,5736,0.2791885178029257,0.8514309764309764,0.4204946996466431,,,,3.611220521153882,50,12,10,0.6,1,1
lacerda,hard,10,0.5,500,7,100,100,0.0,0.5253648366921474,0.300494586285256,0.8646153846153846,0.4459875012399564,5585,0.2896159711631776,0.8678853344412131,0.4343035343035343,,,,2.9129907838068902,50,9,10,0.6,1,1
lacerda,hard,10,0.5,500,8,100,100,0.0,0.5453759723422644,0.2881885662195598,0.8597513597513597,0.4316785331122598,5827,0.2752617979056168,0.8645877829987185,0.4175778832267382,,,,2.754047555848956,44,10,10,0.66,1,1
lacerda,hard,10,0.5,500,9,100,100,0.0,0.5209125475285171,0.2932582763704597,0.8556902620258114,0.4368137352765022,5642,0.2830735273830873,0.8557130942452044,0.4254172281538302,,,,2.241727041080594,57,9,10,0.53,1,1
lacerda,hard,10,0.5,1000,0,100,100,0.0,0.6537396121883656,0.4566660685447694,0.9691546077684692,0.6208074155384803,3109,0.4418123707463809,0.9682735887927484,0.6067647818228764,,,,1.1465950270649046,51,9,10,0.59,1,1
lacerda,hard,10,0.5,1000,1,100,100,0.0,0.6337010270064664,0.4565297817240104,0.967843137254902,0.6204122674710909,3020,0.4416263310745402,0.9677556215528214,0.6064876362669502,,,,1.1360458170529455,51,9,10,0.59,1,1
lacerda,hard,10,0.5,1000,2,100,100,0.0,0.6447166921898928,0.4555334178590835,0.9680523479599692,0.61953442542185,3089,0.4424242424242424,0.967287784679089,0.6071474983755686,,,,1.1475632020737976,51,7,10,0.59,1,1
lacerda,hard,10,0.5,1000,3,100,100,0.0,0.6825734980826587,0.4910678034916768,0.9350599149594124,0.6439504858245707,2675,0.4753641816623822,0.933529659234329,0.6299503193754437,,,,1.3721014570910484,50,10,10,0.6,1,1
lacerda,hard,10,0.5,1000,4,100,100,0.0,0.706547338671691,0.5032193158953723,0.9608144448713024,0.660504423610194,2571,0.4875611311928556,0.959012965286491,0.6464617987031294,,,,1.1709306410048157,48,10,10,0.62,1,1
lacerda,hard,10,0.5,1000,5,100,100,0.0,0.6560207164436772,0.4776515151515151,0.9607619047619048,0.6380771663504111,2861,0.4576169532187125,0.9585427135678392,0.6194857916102842,,,,1.599822968011722,48,11,10,0.62,1,1
lacerda,hard,10,0.5,1000,6,100,100,0.0,0.6491017964071856,0.4627428787021316,0.9482025512176266,0.6219574036511156,2982,0.4470494734750646,0.946969696969697,0.6073694155756513,,,,2.020418463042006,50,12,10,0.6,1,1
lacerda,hard,10,0.5,1000,7,100,100,0.0,0.6448748991121872,0.4646558105107328,0.9657692307692308,0.6274362818590705,2982,0.4503491078355314,0.9646863315330286,0.6140420468068226,,,,1.6474142000079155,50,9,10,0.6,1,1
lacerda,hard,10,0.5,1000,8,100,100,0.0,0.6572722697533971,0.4470335185517117,0.9689199689199688,0.6117993376671164,3165,0.4296549108835798,0.9679624092268262,0.5951411687458963,,,,1.9562889740336689,44,10,10,0.66,1,1
lacerda,hard,10,0.5,1000,9,100,100,0.0,0.6762638098426516,0.4764944863609983,0.9632381697301524,0.6375873673310899,2800,0.4648170486529955,0.964136780650542,0.6272381985892566,,,,1.7705669070128351,57,9,10,0.53,1,1
lacerda,hard,10,0.5,5000,0,100,100,0.0110438794076984,0.9191863661352392,0.8712674187126742,1.0,0.9312056737588652,388,0.8664762584791146,1.0,0.9284621270084162,,,,0.5298780750017613,51,9,10,0.59,1,8
lacerda,hard,10,0.5,5000,1,100,100,0.0169590253182574,0.9195029713668288,0.8826177285318559,0.9996078431372548,0.937477013607944,340,0.8768142910308895,0.9995757318625372,0.9341792228390168,,,,1.4358208240009844,51,9,10,0.59,1,3
lacerda,hard,10,0.5,5000,2,100,100,0.0013009872197137,0.9301570113697888,0.8894214310167751,1.0,0.9414749048740714,323,0.8852639296187683,1.0,0.9391405794283492,,,,1.582732365000993,51,7,10,0.59,1,2
lacerda,hard,10,0.5,5000,3,100,100,0.0096624363675961,0.9663716814159292,0.9448301059554256,0.9996134518747584,0.97145003756574,152,0.9421094369547978,0.9995793016407236,0.969993876301286,,,,1.0486649621743709,50,10,10,0.6,1,4
lacerda,hard,10,0.5,5000,4,100,100,0.0378899390191921,0.9577819785759296,0.930972818311874,1.0,0.9642526393776626,193,0.9271035284994184,1.0,0.9621730382293764,,,,0.6627598439808935,48,10,10,0.62,1,15
lacerda,hard,10,0.5,5000,5,100,100,0.0157450397805421,0.9388489208633094,0.9265795975997176,1.0,0.9618908024917552,208,0.9209409949865022,1.0,0.9588436057016664,,,,0.7449340929742903,48,11,10,0.62,1,5
lacerda,hard,10,0.5,5000,6,100,100,0.0016012056136385,0.9298147108366086,0.9086437104708364,0.9996134518747584,0.9519602429596908,261,0.9033853176112592,0.9995791245791246,0.9490509490509492,,,,0.795268366811797,50,12,10,0.6,1,2
lacerda,hard,10,0.5,5000,7,100,100,0.0178714933104625,0.9184597961494904,0.8810572687224669,1.0,0.936768149882904,351,0.8746366279069767,1.0,0.9331265749176196,,,,1.5187060250900686,50,9,10,0.6,1,5
lacerda,hard,10,0.5,5000,8,100,100,0.0263980358646314,0.9114799446749656,0.8678354686446392,1.0,0.9292418772563176,392,0.8590825688073395,1.0,0.9242005527043032,,,,1.030116083100438,44,10,10,0.66,1,5
lacerda,hard,10,0.5,5000,9,100,100,0.0214928424062354,0.9476102941176472,0.9038189533239038,0.9996089166992568,0.9493036211699164,273,0.8980891719745223,0.999582985821518,0.946121965660154,,,,0.7911694759968668,57,9,10,0.53,1,13
lacerda,hard,10,0.5,10000,0,100,100,0.0703373983127186,0.9777777777777776,0.9654411764705882,1.0,0.982416760194538,94,0.9638602065131056,1.0,0.98159757330637,,,,0.4862274599727243,51,9,10,0.59,1,24
lacerda,hard,10,0.5,10000,1,100,100,0.1703478236727011,0.9832466782206816,0.9773859716366424,1.0,0.9885636751308392,59,0.9763877381938691,1.0,0.9880528191154896,,,,1.0751053269486874,51,9,10,0.59,1,26
lacerda,hard,10,0.5,10000,2,100,100,0.0661734877594089,0.983400114481969,0.9723053892215568,1.0,0.9859582542694496,74,0.9702691844114102,1.0,0.984910277324633,,,,1.0856565260328352,51,7,10,0.59,1,20
lacerda,hard,10,0.5,10000,3,100,100,0.2952378848299402,0.9951397326852977,0.993853246254322,1.0,0.9969171483622352,16,0.9937290969899666,1.0,0.9968546865170896,,,,1.9648074661381545,50,10,10,0.6,1,39
lacerda,hard,10,0.5,10000,4,100,100,0.1309732729019608,0.992815153494448,0.9897338403041824,1.0,0.9948404356965412,27,0.9896523178807948,1.0,0.9947992510921572,,,,1.335546265123412,48,10,10,0.62,1,29
lacerda,hard,10,0.5,10000,5,100,100,0.0361805214105376,0.9930247305009512,0.9887005649717514,1.0,0.994318181818182,30,0.9875930521091812,1.0,0.9937578027465668,,,,0.6974931159056723,48,11,10,0.62,1,8
lacerda,hard,10,0.5,10000,6,100,100,0.0233004888893685,0.9928057553956836,0.9877815960290188,1.0,0.993853246254322,32,0.9867109634551496,1.0,0.9933110367892978,,,,0.6020085162017494,50,12,10,0.6,1,3
lacerda,hard,10,0.5,10000,7,100,100,0.0397678422088364,0.9818401937046004,0.97196261682243,1.0,0.985781990521327,75,0.9697824335213536,1.0,0.9846594395581918,,,,1.151203416986391,50,9,10,0.6,1,7
lacerda,hard,10,0.5,10000,8,100,100,0.0854321058536417,0.9791976225854384,0.9665790461885092,1.0,0.9830055375214816,89,0.9637710992177853,1.0,0.9815513626834382,,,,2.15619356604293,44,10,10,0.66,1,14
lacerda,hard,10,0.5,10000,9,100,100,0.1286344785895239,0.9918229918229918,0.9868776534156696,1.0,0.9933954933954934,34,0.986425339366516,1.0,0.9931662870159452,,,,1.681069026933983,57,9,10,0.53,1,34
lacerda,hard,10,0.5,50000,0,100,100,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,11.62815806386061,51,9,10,0.59,1,51
lacerda,hard,10,0.5,50000,1,100,100,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,3.136250779032707,51,9,10,0.59,1,51
lacerda,hard,10,0.5,50000,2,100,100,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,11.265912336995823,51,7,10,0.59,1,51
lacerda,hard,10,0.5,50000,3,100,100,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,9.43457183497958,50,10,10,0.6,1,50
lacerda,hard,10,0.5,50000,4,100,100,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,9.78637056099251,48,10,10,0.62,1,48
lacerda,hard,10,0.5,50000,5,100,100,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,9.81666514207609,48,11,10,0.62,1,48
lacerda,hard,10,0.5,50000,6,100,100,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,6.598700794158503,50,12,10,0.6,1,50
lacerda,hard,10,0.5,50000,7,100,100,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,9.633859313093126,50,9,10,0.6,1,50
lacerda,hard,10,0.5,50000,8,100,100,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,10.88217340200208,44,10,10,0.66,1,44
lacerda,hard,10,0.5,50000,9,100,100,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,2.77026534313336,57,9,10,0.53,1,57
lacerda,hard,10,0.5,100000,0,100,100,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,17.078710108995438,51,9,10,0.59,1,51
lacerda,hard,10,0.5,100000,1,100,100,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,21.370817351154983,51,9,10,0.59,1,51
lacerda,hard,10,0.5,100000,2,100,100,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,11.388995683984833,51,7,10,0.59,1,51
lacerda,hard,10,0.5,100000,3,100,100,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,11.610508032841608,50,10,10,0.6,1,50
lacerda,hard,10,0.5,100000,4,100,100,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,18.387328455923125,48,10,10,0.62,1,48
lacerda,hard,10,0.5,100000,5,100,100,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,17.405717418063432,48,11,10,0.62,1,48
lacerda,hard,10,0.5,100000,6,100,100,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,22.307405680185184,50,12,10,0.6,1,50
lacerda,hard,10,0.5,100000,7,100,100,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,6.1967532590497285,50,9,10,0.6,1,50
lacerda,hard,10,0.5,100000,8,100,100,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,19.99515336495824,44,10,10,0.66,1,44
lacerda,hard,10,0.5,100000,9,100,100,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,27.44875092478469,57,9,10,0.53,1,57
disjointcycles,hard,10,0.5,50,0,20,20,0.0,0.0,1.0,0.0,0.0,109,1.0,0.0,0.0,,,,0.2137503798585385,10,2,10,1.0,1,20
disjointcycles,hard,10,0.5,50,1,20,20,0.0,0.0,1.0,0.0,0.0,115,1.0,0.0,0.0,,,,0.3266828048508614,10,2,10,1.0,1,20
disjointcycles,hard,10,0.5,50,2,20,20,0.0,0.0,1.0,0.0,0.0,115,1.0,0.0,0.0,,,,0.678765410091728,10,2,10,1.0,1,20
disjointcycles,hard,10,0.5,50,3,20,20,0.0,0.0,1.0,0.0,0.0,106,1.0,0.0,0.0,,,,0.4256176059134304,10,2,10,1.0,1,20
disjointcycles,hard,10,0.5,50,4,20,20,0.0,0.0,1.0,0.0,0.0,108,1.0,0.0,0.0,,,,0.7641462988685817,10,2,10,1.0,1,20
disjointcycles,hard,10,0.5,50,5,20,20,0.0,0.0,1.0,0.0,0.0,123,1.0,0.0,0.0,,,,0.5197309390641749,10,2,10,1.0,1,20
disjointcycles,hard,10,0.5,50,6,20,20,0.0,0.0,1.0,0.0,0.0,104,1.0,0.0,0.0,,,,0.6564270379021764,10,2,10,1.0,1,20
disjointcycles,hard,10,0.5,50,7,20,20,0.0,0.0,1.0,0.0,0.0,106,1.0,0.0,0.0,,,,0.6023435338865966,10,2,10,1.0,1,20
disjointcycles,hard,10,0.5,50,8,20,20,0.0,0.0,1.0,0.0,0.0,110,1.0,0.0,0.0,,,,0.7561130090616643,10,2,10,1.0,1,20
disjointcycles,hard,10,0.5,50,9,20,20,0.0,0.0,1.0,0.0,0.0,102,1.0,0.0,0.0,,,,0.7347341000568122,10,2,10,1.0,1,20
disjointcycles,hard,10,0.5,100,0,20,20,0.0,0.0,1.0,0.0,0.0,109,1.0,0.0,0.0,,,,0.7302275761030614,10,2,10,1.0,1,20
disjointcycles,hard,10,0.5,100,1,20,20,0.0,0.0,1.0,0.0,0.0,115,1.0,0.0,0.0,,,,0.8035554250236601,10,2,10,1.0,1,20
disjointcycles,hard,10,0.5,100,2,20,20,0.0,0.0,1.0,0.0,0.0,115,1.0,0.0,0.0,,,,0.6261840760707855,10,2,10,1.0,1,20
disjointcycles,hard,10,0.5,100,3,20,20,0.0,0.0,1.0,0.0,0.0,106,1.0,0.0,0.0,,,,0.4197702929377556,10,2,10,1.0,1,20
disjointcycles,hard,10,0.5,100,4,20,20,0.0,0.0,1.0,0.0,0.0,108,1.0,0.0,0.0,,,,0.6344320641364902,10,2,10,1.0,1,20
disjointcycles,hard,10,0.5,100,5,20,20,0.0,0.0,1.0,0.0,0.0,123,1.0,0.0,0.0,,,,0.7947612700518221,10,2,10,1.0,1,20
disjointcycles,hard,10,0.5,100,6,20,20,0.0,0.0,1.0,0.0,0.0,104,1.0,0.0,0.0,,,,0.3963155320379883,10,2,10,1.0,1,20
disjointcycles,hard,10,0.5,100,7,20,20,0.0,0.0,1.0,0.0,0.0,106,1.0,0.0,0.0,,,,0.4471865990199148,10,2,10,1.0,1,20
disjointcycles,hard,10,0.5,100,8,20,20,0.0,0.0,1.0,0.0,0.0,110,1.0,0.0,0.0,,,,0.6860186390113086,10,2,10,1.0,1,20
disjointcycles,hard,10,0.5,100,9,20,20,0.0,0.0,1.0,0.0,0.0,102,1.0,0.0,0.0,,,,0.5538025188725442,10,2,10,1.0,1,20
disjointcycles,hard,10,0.5,500,0,20,20,0.0,0.0,1.0,0.0,0.0,109,1.0,0.0,0.0,,,,1.899265986168757,10,2,10,1.0,1,20
disjointcycles,hard,10,0.5,500,1,20,20,0.0,0.0,1.0,0.0,0.0,115,1.0,0.0,0.0,,,,1.0609845051076263,10,2,10,1.0,1,20
disjointcycles,hard,10,0.5,500,2,20,20,0.0,0.0,1.0,0.0,0.0,115,1.0,0.0,0.0,,,,0.4034634388517588,10,2,10,1.0,1,20
disjointcycles,hard,10,0.5,500,3,20,20,0.0,0.0,1.0,0.0,0.0,106,1.0,0.0,0.0,,,,0.8472034470178187,10,2,10,1.0,1,20
disjointcycles,hard,10,0.5,500,4,20,20,0.0,0.0,1.0,0.0,0.0,108,1.0,0.0,0.0,,,,0.573926588986069,10,2,10,1.0,1,20
disjointcycles,hard,10,0.5,500,5,20,20,0.0,0.0,1.0,0.0,0.0,123,1.0,0.0,0.0,,,,3.049385141115636,10,2,10,1.0,1,20
disjointcycles,hard,10,0.5,500,6,20,20,0.0,0.0,1.0,0.0,0.0,104,1.0,0.0,0.0,,,,0.9620361989364028,10,2,10,1.0,1,20
disjointcycles,hard,10,0.5,500,7,20,20,0.0,0.0,1.0,0.0,0.0,106,1.0,0.0,0.0,,,,1.013800455024466,10,2,10,1.0,1,20
disjointcycles,hard,10,0.5,500,8,20,20,0.0,0.0,1.0,0.0,0.0,110,1.0,0.0,0.0,,,,2.5313672740012407,10,2,10,1.0,1,20
disjointcycles,hard,10,0.5,500,9,20,20,0.0,0.0,1.0,0.0,0.0,102,1.0,0.0,0.0,,,,0.8404136409517378,10,2,10,1.0,1,20
disjointcycles,hard,10,0.5,1000,0,20,20,0.0,0.0,1.0,0.0,0.0,109,1.0,0.0,0.0,,,,3.025148815941065,10,2,10,1.0,1,20
disjointcycles,hard,10,0.5,1000,1,20,20,0.0,0.0,1.0,0.0,0.0,115,1.0,0.0,0.0,,,,3.545001940103248,10,2,10,1.0,1,20
disjointcycles,hard,10,0.5,1000,2,20,20,0.0,0.0465116279069767,0.0,0.0,0.0,116,0.0,0.0,0.0,,,,3.4358606641180813,10,2,10,1.0,1,20
disjointcycles,hard,10,0.5,1000,3,20,20,0.0,0.0,1.0,0.0,0.0,106,1.0,0.0,0.0,,,,1.3833405470941216,10,2,10,1.0,1,20
disjointcycles,hard,10,0.5,1000,4,20,20,0.0,0.0,1.0,0.0,0.0,108,1.0,0.0,0.0,,,,3.822115240152925,10,2,10,1.0,1,20
disjointcycles,hard,10,0.5,1000,5,20,20,0.0,0.0,1.0,0.0,0.0,123,1.0,0.0,0.0,,,,3.0528644758742303,10,2,10,1.0,1,20
disjointcycles,hard,10,0.5,1000,6,20,20,0.0,0.0,1.0,0.0,0.0,104,1.0,0.0,0.0,,,,5.286791604012251,10,2,10,1.0,1,20
disjointcycles,hard,10,0.5,1000,7,20,20,0.0,0.0,1.0,0.0,0.0,106,1.0,0.0,0.0,,,,2.645461146021262,10,2,10,1.0,1,20
disjointcycles,hard,10,0.5,1000,8,20,20,0.0,0.0,1.0,0.0,0.0,110,1.0,0.0,0.0,,,,3.064939427189529,10,2,10,1.0,1,20
disjointcycles,hard,10,0.5,1000,9,20,20,0.0,0.0,1.0,0.0,0.0,102,1.0,0.0,0.0,,,,3.2741828069556504,10,2,10,1.0,1,20
